query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,typical_time_spent,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id,email_1,email_2
"law firm, Coachella, CA, US",KAYWAY ATTORNEY SERVICES,https://kaywayattorneyservice.com/,Process server,"Process server, Private investigator",Process server,+1 760-486-5314,"777 E Tahquitz Canyon Way suite 200-28, Palm Springs, CA 92262",Downtown Palm Springs,777 E Tahquitz Canyon Way suite 200-28,Palm Springs,92262.0,California,California,United States of America,US,33.8228774,-116.5408396,America/Los_Angeles,,False,5.0,35.0,,,,0.0,0.0,0.0,0.0,35.0,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BehzpejdsRFnxMz_Yl68SQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=209.73085&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipPq1spJ50eCxex4Kii6KAnpfnWmOrysnlB1wc7r=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh5.googleusercontent.com/-FkhLq1L11GI/AAAAAAAAAAI/AAAAAAAAAAA/CmtHZt1tn5Q/s44-p-k-no-ns-nd/photo.jpg,,,True,107393157978042825235,KAYWAY ATTORNEY SERVICES,https://www.google.com/maps/contrib/107393157978042825235,,,,,"https://www.google.com/maps/place/KAYWAY+ATTORNEY+SERVICES/@33.822877399999996,-116.5408396,14z/data=!4m8!1m2!2m1!1sKAYWAY+ATTORNEY+SERVICES!3m4!1s0x80db210582e53945:0x58b0ecc1be3ec0f0!8m2!3d33.822877399999996!4d-116.5408396",ChIJRTnlggUh24AR8MA-vsHssFg,0x80db210582e53945:0x58b0ecc1be3ec0f0,6390868188103360752,6.39086818810336e+18,,,
"law firm, Coachella, CA, US",EJ Dental,http://www.ejdental.com/,Dentist,"Dentist, Dental clinic, Dental hygienist, Orthodontist, Pediatric dentist, Teeth whitening service",Dentist,+1 760-398-9848,"50249 Cesar Chavez St Suite G, Coachella, CA 92236",,50249 Cesar Chavez St Suite G,Coachella,92236.0,California,California,United States of America,US,33.6823873,-116.182653,America/Los_Angeles,,False,4.4,262.0,,,,36.0,3.0,2.0,9.0,212.0,9.0,https://lh5.googleusercontent.com/p/AF1QipPaqsgjZrPNALlQKcE8nSrE-Ed9BF5MY95Zfxd6=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPaqsgjZrPNALlQKcE8nSrE-Ed9BF5MY95Zfxd6=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Accepts new patients"": true, ""Appointments recommended"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",,,https://lh3.googleusercontent.com/-vjTEvJratEo/AAAAAAAAAAI/AAAAAAAAAAA/Z6OckfKuOwg/s44-p-k-no-ns-nd/photo.jpg,,,True,116216641125286447740,EJ Dental,https://www.google.com/maps/contrib/116216641125286447740,,,,,"https://www.google.com/maps/place/EJ+Dental/@33.6823873,-116.18265299999999,14z/data=!4m8!1m2!2m1!1sEJ+Dental!3m4!1s0x80da5889f1261b15:0x2d3b4143e426d988!8m2!3d33.6823873!4d-116.18265299999999",ChIJFRsm8YlY2oARiNkm5ENBOy0,0x80da5889f1261b15:0x2d3b4143e426d988,3259270515179051400,3.2592705151790515e+18,,,
"law firm, Coachella, CA, US",Attorney Jennifer Clark,,Attorney,Attorney,Lawyer,+1 760-848-4529,"82500 CA-111, Indio, CA 92201",,82500 CA-111,Indio,92201.0,California,California,United States of America,US,33.7151941,-116.2247601,America/Los_Angeles,,False,3.7,3.0,,,,1.0,0.0,0.0,0.0,2.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=neMNrLR7GQ7FzJwQI2RNxQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=130.42169&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=neMNrLR7GQ7FzJwQI2RNxQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=130.42169&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}}",,,,,,False,,Attorney Jennifer Clark,,,,,,"https://www.google.com/maps/place/Attorney+Jennifer+Clark/@33.7151941,-116.2247601,14z/data=!4m8!1m2!2m1!1sAttorney+Jennifer+Clark!3m4!1s0x80daf78661712fbb:0x66e80d2803003130!8m2!3d33.7151941!4d-116.2247601",ChIJuy9xYYb32oARMDEAAygN6GY,0x80daf78661712fbb:0x66e80d2803003130,7415191251965718832,7.415191251965719e+18,,,
"law firm, Coachella, CA, US",The Rios Law Firm,http://rioslawsd.com/form/contact/,Legal services,Legal services,Legal services,+1 619-508-9739,"81894 Avenida Alcalde, Indio, CA 92203",,81894 Avenida Alcalde,Indio,92203.0,California,California,United States of America,US,33.7560849,-116.2359337,America/Los_Angeles,,False,3.5,2.0,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,,,,False,,The Rios Law Firm,,,,,,"https://www.google.com/maps/place/The+Rios+Law+Firm/@33.7560849,-116.23593369999999,14z/data=!4m8!1m2!2m1!1sThe+Rios+Law+Firm!3m4!1s0x80daf9fc0edbffff:0xff660c898e9b8726!8m2!3d33.7560849!4d-116.23593369999999",ChIJ___bDvz52oARJoebjokMZv8,0x80daf9fc0edbffff:0xff660c898e9b8726,18403410712238720806,,,,
"law firm, Coachella, CA, US",John R Garcia Law Office,,Attorney,Attorney,Lawyer,+1 760-922-8888,"Coachella, CA 92236",,,Coachella,92236.0,California,California,United States of America,US,33.6780636,-116.1776323,America/Los_Angeles,,False,,,,,,,,,,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H9QtgWagNcuWie7ZlKZR1A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=233.34612&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H9QtgWagNcuWie7ZlKZR1A&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=233.34612&pitch=0&thumbfov=100,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible parking lot"": true}}",,,,,,False,,John R Garcia Law Office,,,,,,"https://www.google.com/maps/place/John+R+Garcia+Law+Office/@33.6780636,-116.1776323,14z/data=!4m8!1m2!2m1!1sJohn+R+Garcia+Law+Office!3m4!1s0x80da588934031d7b:0x4e2f578010ee5016!8m2!3d33.6780636!4d-116.1776323",ChIJex0DNIlY2oARFlDuEIBXL04,0x80da588934031d7b:0x4e2f578010ee5016,5633817866415263766,,,,
"law firm, Coachella, CA, US",Able to Help,http://abletohelp.com/,Paralegal services provider,Paralegal services provider,Paralegal services provider,+1 760-347-9754,"81-955 CA-111 Suite 215, Indio, CA 92201",,81-955 CA-111 Suite 215,Indio,92201.0,California,California,United States of America,US,33.7132053,-116.2342642,America/Los_Angeles,,False,4.0,6.0,,,,1.0,0.0,1.0,0.0,4.0,4.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pyfJrVNPJ_fUxaFdm0PQSA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=201.80507&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipOPtr5x9EPAAfBfAXG1kGiuJvutMyiYfXhuqiDm=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,https://lh4.googleusercontent.com/-Jqv-HFk-Fus/AAAAAAAAAAI/AAAAAAAAAAA/BMvTWwFSYjQ/s44-p-k-no-ns-nd/photo.jpg,,,True,100148688077907537825,Able to Help,https://www.google.com/maps/contrib/100148688077907537825,,,,,"https://www.google.com/maps/place/Able+to+Help/@33.7132053,-116.2342642,14z/data=!4m8!1m2!2m1!1sAble+to+Help!3m4!1s0x80daf8254afd91b1:0xbac669828e365fb7!8m2!3d33.7132053!4d-116.2342642",ChIJsZH9SiX42oARt182joJpxro,0x80daf8254afd91b1:0xbac669828e365fb7,13458560545895899063,-4.98818e+18,,,
"law firm, Coachella, CA, US",Lopez & Dale,,Attorney,Attorney,Lawyer,+1 760-398-2221,"1482 6th St, Coachella, CA 92236",,1482 6th St,Coachella,92236.0,California,California,United States of America,US,33.678423,-116.1766424,America/Los_Angeles,,False,,,,,,,,,,,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CI9E--FUxBo_vp6nQ3A6Tg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=151.97502&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipPaxHzZtFcuKzan0mPiW9uZmdgQMl8Rm4iJSpS_=w1600-h1000-k-no,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}}",,,,,,False,,Lopez & Dale,,,,,,"https://www.google.com/maps/place/Lopez+%26+Dale/@33.678422999999995,-116.17664239999999,14z/data=!4m8!1m2!2m1!1sLopez+%26+Dale!3m4!1s0x80da588ece16ae33:0x4aa73b9473068e62!8m2!3d33.678422999999995!4d-116.17664239999999",ChIJM64Wzo5Y2oARYo4Gc5Q7p0o,0x80da588ece16ae33:0x4aa73b9473068e62,5379333788688354914,,,,
"law firm, Coachella, CA, US",The Law Offices of Jennifer Morales,http://www.moraleslegal.com/,Divorce lawyer,"Divorce lawyer, Divorce service, Family law attorney, Legal services",Divorce lawyer,+1 760-899-5000,"77824 Wildcat Dr Suite 209, Palm Desert, CA 92211",,77824 Wildcat Dr Suite 209,Palm Desert,92211.0,California,California,United States of America,US,33.7652873,-116.3067189,America/Los_Angeles,,False,5.0,6.0,,,,0.0,0.0,0.0,0.0,6.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JmglKgxdVS-FdOlY2vU-1Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=36.01907&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JmglKgxdVS-FdOlY2vU-1Q&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=36.01907&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-12PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-12PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}}",,,https://lh3.googleusercontent.com/-bPXBDkvGq70/AAAAAAAAAAI/AAAAAAAAAAA/PIQdP1Hf0zU/s44-p-k-no-ns-nd/photo.jpg,,,True,116530813687067401048,The Law Offices of Jennifer Morales,https://www.google.com/maps/contrib/116530813687067401048,,,,,"https://www.google.com/maps/place/The+Law+Offices+of+Jennifer+Morales/@33.7652873,-116.30671889999999,14z/data=!4m8!1m2!2m1!1sThe+Law+Offices+of+Jennifer+Morales!3m4!1s0x80c2db3e862b0b81:0x4dcb32ff50661152!8m2!3d33.7652873!4d-116.30671889999999",ChIJgQsrhj7bwoARUhFmUP8yy00,0x80c2db3e862b0b81:0x4dcb32ff50661152,5605630233339629906,5.60563023333963e+18,,,
"law firm, Coachella, CA, US","The Law Offices of Jonathan A. Goldstein, Esq.",http://www.jaglawoffices.com/,Employment attorney,"Employment attorney, Service establishment",Employment attorney,+1 310-866-9295,,,,,,,,,,33.9507859,-117.4815654,America/Los_Angeles,,True,5.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,https://lh5.googleusercontent.com/p/AF1QipNz8aaRucLkjM1VmzS8Ow1Tq2UBwL7keeBsCRO7=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNz8aaRucLkjM1VmzS8Ow1Tq2UBwL7keeBsCRO7=w1600-h1000-k-no,,"{""Sunday"": ""Closed"", ""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:9AM-5PM|Tuesday:9AM-5PM|Wednesday:9AM-5PM|Thursday:9AM-5PM|Friday:9AM-5PM|Saturday:Closed,,,OPERATIONAL,{},,,https://lh5.googleusercontent.com/-iUnWVoX3Lok/AAAAAAAAAAI/AAAAAAAAAAA/Po2cFAKhGJ0/s44-p-k-no-ns-nd/photo.jpg,,,True,105750589611817760589,"The Law Offices of Jonathan A. Goldstein, Esq.",https://www.google.com/maps/contrib/105750589611817760589,,,,,"https://www.google.com/maps/place/The+Law+Offices+of+Jonathan+A.+Goldstein%2C+Esq./@33.9507859,-117.4815654,14z/data=!4m8!1m2!2m1!1sThe+Law+Offices+of+Jonathan+A.+Goldstein%2C+Esq.!3m4!1s0x80daf9c54f9b6b97:0x4443d32daee7ab16!8m2!3d33.9507859!4d-117.4815654",ChIJl2ubT8X52oARFqvnri3TQ0Q,0x80daf9c54f9b6b97:0x4443d32daee7ab16,4919007411180120854,4.919007411180121e+18,,,
"law firm, Coachella, CA, US",Caronna Johnson & Hoddick LLP,,Attorney,Attorney,Lawyer,+1 760-398-0001,"1623 6th St, Coachella, CA 92236",,1623 6th St,Coachella,92236.0,California,California,United States of America,US,33.6797971,-116.1752119,America/Los_Angeles,,False,,,,,,,,,,,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=73JrVXik4CkUmy2p9GJanA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=303.09113&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=73JrVXik4CkUmy2p9GJanA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=303.09113&pitch=0&thumbfov=100,,,,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}}",,,,,,False,,Caronna Johnson & Hoddick LLP,,,,,,"https://www.google.com/maps/place/Caronna+Johnson+%26+Hoddick+LLP/@33.6797971,-116.1752119,14z/data=!4m8!1m2!2m1!1sCaronna+Johnson+%26+Hoddick+LLP!3m4!1s0x80da588ee2b25e69:0xcf96e5655a3c476e!8m2!3d33.6797971!4d-116.1752119",ChIJaV6y4o5Y2oARbkc8WmXlls8,0x80da588ee2b25e69:0xcf96e5655a3c476e,14958395435826038638,,,,
"law firm, El Centro, CA, US",Law Office of Diane M. Regan,,Law firm,"Law firm, Criminal justice attorney, Personal injury attorney",Criminal justice attorney,+1 760-879-2699,"414 S 4th St, El Centro, CA 92243",,414 S 4th St,El Centro,92243.0,California,California,United States of America,US,32.7893602,-115.5527239,America/Los_Angeles,,False,4.8,53.0,"https://search.google.com/local/reviews?placeid=ChIJRYWQeMRm14ARnTaxnzsxaw4&q=law+firm,+El+Centro,+CA,+US&authuser=0&hl=en&gl=US",,,3.0,0.0,0.0,1.0,49.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nfUWvgq_rbPx6gonM9dw4g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=285.01892&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nfUWvgq_rbPx6gonM9dw4g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=285.01892&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}}",,,,,,False,,Law Office of Diane M. Regan,,,https://www.dianemregan.com/contact-us/,,https://www.dianemregan.com/contact-us/,"https://www.google.com/maps/place/Law+Office+of+Diane+M.+Regan/@32.7893602,-115.55272389999999,14z/data=!4m8!1m2!2m1!1sLaw+Office+of+Diane+M.+Regan!3m4!1s0x80d766c478908545:0xe6b313b9fb1369d!8m2!3d32.7893602!4d-115.55272389999999",ChIJRYWQeMRm14ARnTaxnzsxaw4,0x80d766c478908545:0xe6b313b9fb1369d,1038978271191053981,1.038978271191054e+18,,,
"law firm, El Centro, CA, US",Law Offices of Chris Yturralde,http://www.yourelcentrolawyer.com/,Law firm,"Law firm, Criminal justice attorney, Employment attorney, Attorney, Personal injury attorney",Law firm,+1 760-235-4480,"2299 W Adams Ave #102, El Centro, CA 92243",,2299 W Adams Ave #102,El Centro,92243.0,California,California,United States of America,US,32.796278,-115.5823375,America/Los_Angeles,,False,4.8,33.0,"https://search.google.com/local/reviews?placeid=ChIJ8-DjL81g14ARiGDJKmayQBs&q=law+firm,+El+Centro,+CA,+US&authuser=0&hl=en&gl=US",,,1.0,1.0,0.0,0.0,31.0,1.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ue_fYJb5FHXrGb-NFK2D-Q&cb_client=search.gws-prod.gps&w=800&h=500&yaw=283.71628&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ue_fYJb5FHXrGb-NFK2D-Q&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=283.71628&pitch=0&thumbfov=100,,"{""Sunday"": ""Closed"", ""Monday"": ""8AM-5PM"", ""Tuesday"": ""8AM-5PM"", ""Wednesday"": ""8AM-5PM"", ""Thursday"": ""8AM-5PM"", ""Friday"": ""8AM-5PM"", ""Saturday"": ""Closed""}",Sunday:Closed|Monday:8AM-5PM|Tuesday:8AM-5PM|Wednesday:8AM-5PM|Thursday:8AM-5PM|Friday:8AM-5PM|Saturday:Closed,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",,,https://lh6.googleusercontent.com/-eTepVqbY0GY/AAAAAAAAAAI/AAAAAAAAAAA/Radmhwaq1gQ/s44-p-k-no-ns-nd/photo.jpg,,,True,102412668457041746436,Law Offices of Chris Yturralde,https://www.google.com/maps/contrib/102412668457041746436,,https://www.yourelcentrolawyer.com/contact/,,https://www.yourelcentrolawyer.com/contact/,"https://www.google.com/maps/place/Law+Offices+of+Chris+Yturralde/@32.796278,-115.5823375,14z/data=!4m8!1m2!2m1!1sLaw+Offices+of+Chris+Yturralde!3m4!1s0x80d760cd2fe3e0f3:0x1b40b2662ac96088!8m2!3d32.796278!4d-115.5823375",ChIJ8-DjL81g14ARiGDJKmayQBs,0x80d760cd2fe3e0f3:0x1b40b2662ac96088,1963765589407785096,1.9637655894077847e+18,,,
"law firm, El Centro, CA, US","Gomez Trial Attorneys, Accident & Injury Lawyers",https://www.thegomezfirm.com/,Attorney,"Attorney, Personal injury attorney",Lawyer,+1 760-259-2166,"2299 W Adams Ave Suite 102, El Centro, CA 92243",,2299 W Adams Ave Suite 102,El Centro,92243.0,California,California,United States of America,US,32.796278,-115.5823375,America/Los_Angeles,,False,5.0,57.0,"https://search.google.com/local/reviews?placeid=ChIJYTWIOgJh14ARGG-UamYAECY&q=law+firm,+El+Centro,+CA,+US&authuser=0&hl=en&gl=US",,,0.0,0.0,0.0,0.0,57.0,104.0,https://lh5.googleusercontent.com/p/AF1QipOBnMWGHK63b21nNHQjKBkuNBqJ3RnxdVgu7MoH=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOBnMWGHK63b21nNHQjKBkuNBqJ3RnxdVgu7MoH=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}}",,,https://lh3.googleusercontent.com/-fkFokfEeTI8/AAAAAAAAAAI/AAAAAAAAAAA/cci5TooQ_gs/s44-p-k-no-ns-nd/photo.jpg,,,True,102063109750915495933,"Gomez Trial Attorneys, Accident & Injury Lawyers",https://www.google.com/maps/contrib/102063109750915495933,,,,,"https://www.google.com/maps/place/Gomez+Trial+Attorneys%2C+Accident+%26+Injury+Lawyers/@32.796278,-115.5823375,14z/data=!4m8!1m2!2m1!1sGomez+Trial+Attorneys%2C+Accident+%26+Injury+Lawyers!3m4!1s0x80d761023a883561:0x261000666a946f18!8m2!3d32.796278!4d-115.5823375",ChIJYTWIOgJh14ARGG-UamYAECY,0x80d761023a883561:0x261000666a946f18,2742692612943408920,2.7426926129434086e+18,,,
"law firm, El Centro, CA, US",Law Office Of John F Lenderman,https://law-office-of-john-f-lenderman.business.site/?utm_source=gmb,Bankruptcy attorney,Bankruptcy attorney,Bankruptcy attorney,+1 760-960-0177,"1413 Main St, El Centro, CA 92243",,1413 Main St,El Centro,92243.0,California,California,United States of America,US,32.7926118,-115.5681315,America/Los_Angeles,,False,4.5,26.0,"https://search.google.com/local/reviews?placeid=ChIJ_6KYEyVh14ARquzEkqJiVZ8&q=law+firm,+El+Centro,+CA,+US&authuser=0&hl=en&gl=US",,,3.0,0.0,0.0,0.0,23.0,2.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t7mthnyVvsEwPvtIsL0JQQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=189.86021&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipOZ6LTciR0ebL_i8-39duL8hmMekGDevSKawZr-=w1600-h1000-k-no,,"{""Sunday"": ""Open 24 hours"", ""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours""}",Sunday:Open 24 hours|Monday:Open 24 hours|Tuesday:Open 24 hours|Wednesday:Open 24 hours|Thursday:Open 24 hours|Friday:Open 24 hours|Saturday:Open 24 hours,,,OPERATIONAL,"{""From the business"": {""Identifies as veteran-owned"": true}, ""Service options"": {""Online appointments"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Restroom"": true}, ""Planning"": {""Appointments recommended"": true}, ""Other"": {""Identifies as veteran-owned"": true}}",,,https://lh5.googleusercontent.com/-8PbW9C-frlk/AAAAAAAAAAI/AAAAAAAAAAA/8yMyX9Tk_XE/s44-p-k-no-ns-nd/photo.jpg,,,True,118139758324861164907,Law Office Of John F Lenderman,https://www.google.com/maps/contrib/118139758324861164907,,,,,"https://www.google.com/maps/place/Law+Office+Of+John+F+Lenderman/@32.792611799999996,-115.56813149999999,14z/data=!4m8!1m2!2m1!1sLaw+Office+Of+John+F+Lenderman!3m4!1s0x80d761251398a2ff:0x9f5562a292c4ecaa!8m2!3d32.792611799999996!4d-115.56813149999999",ChIJ_6KYEyVh14ARquzEkqJiVZ8,0x80d761251398a2ff:0x9f5562a292c4ecaa,11481191275437550762,-6.96555e+18,,,
